Feature,Mean Importance,Importance Std,gene
OG0000214,0.006440253745280263,0.0025907065334333217,"LASC013613,LASC013614,LASC013615,LASC013964,tg_3,LASC013967"
OG0001815,0.006416059395534657,0.0016546512382656006,"LASC000095,pro5"
OG0006739,0.006394775342778908,0.0012400027423810033,rps20
OG0000260,0.006346815595755613,0.0014026796896551108,"rdh10b_sdr16c5,sdr16c5_2,sdr16c6_2"
OG0007640,0.006337870361821829,0.0018246547953089261,Spidroin1
OG0004839,0.006323879413555544,0.0013557681813635698,rps12
OG0001415,0.006315894164618278,0.0016763739948805537,"ywrd_3,ywrd_7,ywrd_2,ywrd_4,ywrd,ywrd_6,ywrd_5,LASC017209"
OG0005771,0.0062839354416909105,0.0009180367973876966,tbl2
OG0000392,0.006277280537616453,0.0018361238327477163,"cg5065_2,far1_eif3a,cg5065_3,cg5065_5,cg5065,cg5065_4"
OG0004676,0.006247144254344375,0.0017358971002975419,tsnax
OG0002173,0.006241844872103812,0.0022718027820033955,LASC011384
OG0007972,0.00616226181452479,0.0011677508419013403,LASC005273
OG0004481,0.006158351565012668,0.0008193318680514516,rpl35a
OG0000055,0.006149186178263473,0.0020173611085799762,"fasn_11,fasn_3,fasn_2,fasn_8,fasn_5,fasn_10,fasn_6,csga_fasn,fasn_13,fasn_12,fasn,fasn_9,fasn_7,fasn_4"
OG0000081,0.006123262113771842,0.0016985090152166669,"dhrs11_12,dhrs11_3,dhrs11_14,dhrs11_6,dhrs11_10,dhrs11_11,dhrs11_7,dhrs11_9,dhrs11_5,dhrs11_13,dhrs11_2,dhrs11,dhrs11_8,dhrs11_4"
OG0002169,0.006120795290543062,0.0016549398618952381,mttp_2
OG0004717,0.006120711684972306,0.003296443119815074,"LASC001730,LASC001731,LASC001732,LASC001733"
OG0006343,0.006062025030038079,0.0026920359840824784,cg1354
OG0007334,0.006055594620619229,0.0010716755718342612,LASC019923
OG0000189,0.006046967160859778,0.0029081085338254846,"pxt_2,pxd_5,pxt_4,pxd_pxt,pxd_4,pxd_pxt_4,pxd_pxt_2,pxd_pxt_3"
OG0006301,0.006014850869875142,0.0017568328293424377,sars
OG0006415,0.005986214531214218,0.0014411751597561456,ssr3
OG0001655,0.005930975504674414,0.0012867528320590316,psat1
OG0007512,0.005852718325696929,0.0007613297955948003,timm8a
OG0005862,0.0058489530387307595,0.001412269761753609,rpl22
OG0006772,0.005822856804923368,0.0008077202625701221,rpl-36.a
OG0004933,0.005805600249666179,0.0014786282010460037,"tspan11_4,cd151"
OG0000077,0.005767503126715544,0.001417721500565447,"pnliprp3_2,pnlip_7,pnliprp1_pnlip,pnlip_5,LASC010215,pnliprp3,pnliprp1_4,pnliprp1_8,pnliprp1_3,pnliprp1_5,pnlip,pnlip_lipi,pnlip_9,pnliprp3_pnlip,pnlip_6,lpl,liph,lipg,LASC017770,pnlip_10,lipi_pnlip_pnliprp1"
OG0003949,0.005723302013014334,0.0017284298257257916,rps8
OG0006652,0.005721022169377024,0.0024118018420328548,copz1
OG0006437,0.005716225435975023,0.0019127721433742815,LASC014969
OG0002778,0.005693230633180176,0.002859267834552841,Spidroin3
OG0005195,0.005660664243339921,0.0016319316600549951,elovl6
OG0003221,0.005634857824410503,0.002049157542285461,phgdh
OG0003817,0.005634716383929275,0.001043914261225712,gcat
OG0003598,0.0056228507364506535,0.0024942090468494005,rpl8
OG0001841,0.005621575178896119,0.0002444435654663055,"spz4,spz3,nt1_spz3,nt1_4,spz3_3,spz3_2"
OG0000271,0.005613938754310208,0.0016731588035474028,"far1_wat_3,far1_wat_4,far1_wat_5,far1_wat,far1_wat_2,LASC017190,LASC021907,LASC021908,far1_3"
OG0004873,0.005609093985090266,0.0009682629177339747,shmt2
OG0000352,0.005607257759900919,0.0006909681788574393,"elovl1_3,elovl7_13,elovl7_4,elovl4,elovl7_11,elovl4_4,elovl7_2,elovl7,elovl4_elovl7,elovl4_2,elovl7_5,elovl7_8,elovl7_7,elovl4_elovl1,elovl1_5,elovl4_5,elovl4_7,elovl1_2,elovl7_12,elovl4_8,elovl7_10,elovl7_6,elovl7_3,elovl4_3"
OG0008612,0.005583554924875273,0.002603843323913629,LASC004993
OG0000797,0.0055712027125307114,0.00047498966966235903,"pnliprp1,pnliprp2_2"
OG0006712,0.005549825495058708,0.0018242611803624819,kdelr2
OG0006892,0.005523587162790505,0.0012041822553744736,rpl28
OG0001037,0.005457984782098163,0.0014633868789848204,"LASC003729,ple,tph1,hn,ple_2"
OG0004569,0.005424270183683334,0.0015790626673139665,syt1
OG0002225,0.005408385498246471,0.0019528184613604987,"ascl1,ascl1_3,ascl3,ascl5,ascl5_2,ascl1_2"
OG0003118,0.005402415259083081,0.0016195087488770244,rpl4
OG0006013,0.005388922655221789,0.0017636705301005173,timm23
OG0001157,0.005333230613612652,0.0007208122220519459,"tmem68,tmem68_2"
OG0000048,0.005301489973514823,0.003247604111839877,"LASC001511,LASC003211,LASC005802,LASC005803,LASC005805,LASC005973,LASC005974,LASC006406,LASC007054,LASC007764,LASC007765,LASC007766,LASC007767,LASC008948,LASC008949,LASC008951,LASC010382,LASC010393,LASC010396,LASC010397,LASC010399,LASC010400,LASC010401,LASC010402,LASC010403,LASC010404,LASC010405,LASC010406,LASC010408,LASC010431,LASC010432,LASC010433,LASC010435,LASC010436,LASC010438,LASC010441,LASC010442,LASC010443,LASC010446,LASC010447,LASC010448,LASC011059,LASC011060,LASC011061,LASC011062,LASC011064,LASC011081,LASC011082,LASC011083,LASC011084,LASC011085,LASC011086,LASC011087,LASC011088,LASC011089,LASC011090,LASC011091,LASC011092,LASC011093,LASC011094,LASC011095,LASC011096,LASC011097,LASC011098,LASC011099,LASC011101,LASC011103,LASC011104,LASC011105,LASC011106,LASC012361,LASC012696,LASC012885,LASC012886,LASC012887,LASC012888,LASC012889,LASC013354,LASC013357,LASC013358,LASC013361,LASC013363,LASC013366,LASC013367,LASC013368,LASC013370,LASC013372,LASC013373,LASC013374,LASC013375,LASC013376,LASC013377,LASC013378,LASC013379,LASC015297,LASC015300,LASC015476,LASC015477,LASC015478,LASC015479,LASC015480,LASC015482,LASC015483,LASC015484,LASC015485,LASC015486,LASC015487,LASC015491,LASC015493,LASC015494,LASC015495,LASC015496,LASC015500,LASC015501,LASC015502,LASC015504,LASC015506,LASC017041,LASC017499,LASC017500,LASC017501,LASC017502,LASC018770,LASC020622,LASC021486,LASC021487,LASC022430,LASC022431,LASC022432,LASC022433,LASC022434,LASC022435,LASC022437,LASC022438,LASC022439,LASC022527,LASC022620,LASC022746"
OG0006048,0.00530011644863886,0.0008973570340331618,rpl12
OG0005855,0.005297173800592096,0.0017070689761756377,rpl30
OG0000042,0.005267393559621284,0.001617795166276089,"picot_11,slc17a8,picot_c38c10.2,picot_slc17a6a,picot_13,picot_17,slc17a5_slc17a3,LASC017945,LASC017947,picot_3,c38c10.2,picot_4,picot_7,picot_19,picot_slc17a7,picot_5,picot,picot_16,picot_18,picot_14,picot_slc17a5_3"
OG0000033,0.005263992869651605,0.001574046666228276,"zan_3,swm-1,zan_2,zan,vwf,zan_4"
OG0000264,0.005217559994317995,0.0017383504011825534,"Spice_3,Spice_4,Spice_5,Spice_6,Spice_2,Spice_1,Spice_7,Spice_8,Spice_9,Spice_10,Spice_11,Spice_12,Spice_13,Spice_14,Spice_15,Spice_16"
OG0006201,0.005179495979581512,0.0008747964324787626,ssr2
OG0001575,0.005155415375212639,0.0006948688741549042,"LASC014844,LASC020761"
OG0000167,0.005151175883172333,0.0016034674584970204,"pm20d2_3,pm20d2_2,LASC013396,pm20d2_8,pm20d2_6,pm20d2_5,pm20d2,pm20d2_7,pm20d2_4"
OG0000050,0.005137589834980709,0.002235481391651876,"MaSp4,MaSp2a,MaSp2b,MaSp2c,MaSp1a,MaSp1b,MaSp1c,MaSp3a,MaSp3b,MiSpb,MiSpc,MaSp2d,MaSp2e,MaSp2f,flag_fu5,LASC019421"
OG0004061,0.005130940252057592,0.0015268610664661896,rps3
OG0002271,0.005094330234540055,0.002149861510195447,lman2l
OG0001213,0.0050830959913642166,0.002697908809787513,"psph,psph_2"
OG0005788,0.005077302519243725,0.0020323828185231547,rpl27
OG0002236,0.005029934069434575,0.00104243388656953,surf4
OG0000225,0.005003586100405558,0.0012355817245332747,"alpl_3,alpl,alpl_8,alpl_7,alpl_5,alpl_4,alpl_2,alpl_6"
OG0006163,0.005002980220483415,0.0011694411713484001,rps13
OG0005735,0.005000487421007809,0.0012327434816412845,rps11
OG0003145,0.004984120330835699,0.0014218425311186887,larp6
OG0003777,0.004975103209122147,0.002169858149164339,rpl7a
OG0000609,0.004971471927979788,0.0014888790271883998,"npc2a,esr16,npc2_2,npc2_3,npc2a_2"
OG0003191,0.004931109399190984,0.0011841100785360981,x975_2
OG0003918,0.004927387546694575,0.0013508272704483794,rpl19
OG0000534,0.004921427001097921,0.0012471119198387232,"lrmda_vnn1,vnn2,vnn1_6,vnn1_4,vnn3_2,vnn1_5"
OG0004318,0.00491066395508963,0.0015837055312562696,tgfbi_4
OG0002940,0.004852084509586395,0.0014680789381949352,rplp0
OG0000282,0.004830853444484108,0.0009581880128803284,"LASC013595,tg_5,LASC013597,LASC013602,LASC013604,LASC013605,LASC013607,LASC013608,LASC013609,LASC013610,nid2,cd74_2"
OG0007195,0.004829452839762723,0.0012263611558136032,llph
OG0004231,0.004779018126034649,0.0010472325384784365,rpl18a
OG0002387,0.004776264547948866,0.0011363536800385629,LASC010830
OG0000333,0.0047760891163820905,0.0019049030749764832,"nrf-6_30,nrf-6_52,nrf-6_15,nrf-6_36,nrf-6_24,nrf-6_9,nrf-6_13,nrf-6_3,oacyl_3,LASC012946,LASC012947,nrf-6_47,nrf-6_8,LASC012950,LASC012951,LASC012952,nrf-6,LASC012954,nrf-6_29,nrf-6_7,oacyl"
OG0003565,0.004763079901874395,0.001764841851765871,"LASC006841,LASC016362,LASC019275"
OG0004727,0.004761435078763357,0.0015439236086200506,"LASC017035,LASC017036"
OG0007089,0.004753675848515744,0.001369694405851455,LASC003517
OG0000800,0.004711246641232932,0.0013349726988333519,"LASC000716,lysoz_2,lysoz,LASC009203"
OG0003342,0.004705846699856244,0.0009114901356655462,LASC015735
OG0004409,0.004659149758470649,0.0012930617029153864,rpl34
OG0000369,0.004646612836797263,0.0014418925880355993,"gld_15,LASC008285,beta_3,gld_19,gld_3"
OG0000374,0.004629505998042876,0.0015376541827545698,"tth-1_2,tth-1"
OG0002692,0.004578764417407135,0.0015589979761851333,"eif4e1a_eif4e,eif4e1a"
OG0001215,0.004564108532618078,0.0006795733740544045,"LASC003944,awd"
OG0007102,0.004563827545067148,0.001687807036455933,tmem163
OG0002035,0.00453832896412483,0.0012512444761810754,"rpl27a_2,rpl27a"
OG0007276,0.004524614347103381,0.0009418514733587567,nop16
OG0005726,0.004517813040864608,0.0014413707915675797,tmco1
OG0001207,0.0045172929234476465,0.0011192761772633032,"rps2,rps2_2"
OG0003368,0.004493437442719675,0.0010366724829246519,rpp-2_rplp2
OG0006082,0.004488620316005854,0.0005383931889131095,rps27a
OG0000031,0.004447991989125868,0.0013558214279665599,"jhamt_16,LASC005293,jhamt_8,jhamt_11,jhamt_5,jhamt_6,jhamt_15,LASC009471,jhamt_3,jhamt_17,jhamt_2,LASC018069,jhamt_13,jhamt_14,jhamt_7,jhamt_12,arsm,jhamt_4,jhamt_9,jhamt_10,LASC020679"
OG0007747,0.0044476018877888145,0.0013859966323258581,cpib
OG0002604,0.00442963691659198,0.0017194125128358378,LASC009784
OG0005938,0.0043916068556860005,0.0014301494711949126,rpl21
OG0000356,0.004379824508165936,0.00127063093470062,"LASC003333,LASC003334,htra4,LASC017550,LASC017551"
OG0003114,0.004376490619467864,0.001431796750342638,rpl10
OG0006143,0.004346820156051123,0.0012829894068238142,cotl1
OG0000572,0.004315120195354569,0.0015185452613766877,LASC005034
OG0004145,0.004274424530300763,0.0013514875319500356,ssr1
OG0004508,0.004262528581007506,0.0012701168121341917,rpl17
OG0004330,0.004252486517473544,0.0010598963867826442,rps7
OG0001810,0.004247732617060966,0.0005234868996999264,"lyz,lysd"
OG0009320,0.0041823564875827545,0.00155969545111795,LASC001726
OG0009064,0.004152620230275278,0.0008507011557996328,aael008004_elovl1
OG0008177,0.004127666240987893,0.0014692038626026298,LASC007277
OG0005554,0.004076636304979386,0.0014892492811884868,spbc16d10.01c
OG0001798,0.00393090465023169,0.0013591348184230688,"abhd14a,abhd14b_abhd14a"
OG0003840,0.0038996847218438933,0.0007309423607861514,rps9
OG0007413,0.003854192554848346,0.0008856966093404667,LASC015442
OG0008854,0.0038303443121502022,0.0010336473448936143,LASC017532
OG0001429,0.003821308124515676,0.001495454310248487,"rpl9_2,rpl9"
OG0007525,0.003801143275660681,0.0009642742437178265,rps21
OG0001574,0.003742970579519728,0.0012139274392153692,"LASC009994,rpsa"
OG0008899,0.003676481935557999,0.0009263970057023275,LASC004595
OG0003351,0.0035887811888406576,0.0008683160697320447,LASC004266
OG0008607,0.0035263826458909455,0.0010411376853637566,LASC012976
OG0001064,0.0035074305477352115,0.0006671776725949273,aael008004_2
OG0000447,0.0034935527018776307,0.0013222552249039959,"agmo_2,agmo_3,agmo,agmo_4"
OG0007461,0.0034032926949014277,0.0016666113125527345,dap
OG0002319,0.003300208797487737,0.0006702737091649332,"LASC007083,ttpal_clvs2_3,rlbp1_13,clvs1,rlbp1_5"
OG0008243,0.003197564425554187,0.0004545472838774946,sp-1339#prd34368.1_4
OG0011685,0.003148414839257989,0.0018151156095135637,LASC020242
OG0007860,0.003057281724693451,0.0009790045579539297,rpl37a_2
OG0009741,0.002966672537257236,0.000795000667987221,LASC010016
OG0008312,0.002914683448258783,0.0010962632779610453,LASC018595
OG0006927,0.0029109625339713953,0.0005688382719565048,"LASC009831,LASC009833,LASC009834,LASC009835,LASC009836,LASC009837,LASC009839,LASC009840,LASC009841,LASC009842,LASC009843,LASC009844,LASC019833,LASC021758,LASC022566,LASC022567"
OG0010802,0.0025788025332166378,0.0010213286733998699,LASC018762
OG0008600,0.002542075439930437,0.001013868136264361,LASC020665
OG0009138,0.0024258620525265543,0.0011049069667784781,rpl23_rpl23-a
OG0009245,0.0023363470919869006,0.001446711328998706,LASC013229
OG0009194,0.002098634089994709,0.0013635664568847118,spa
OG0012357,0.0019456990596456354,0.0009799266666094405,LASC017213
OG0012373,0.0010535872950903744,0.0006750604475026116,LASC016452
OG0013523,0.000818160810114614,0.0006151615746041233,LASC011995
OG0012483,0.0003194136462757942,0.0002729253836991047,LASC012649
OG0014254,0.00029838800123921323,0.00018890910500178555,LASC017219
